"","Date","Country","Fatalities"
"3157","2020-03-14","Panama",1
"3158","2020-03-14","Morocco",1
"3159","2020-03-14","Guyana",1
"3160","2020-03-14","Ecuador",2
"3161","2020-03-14","Denmark",1
"3162","2020-03-14","Slovenia",1
"3163","2020-03-14","Luxembourg",1
"3164","2020-03-14","Hungary",0
"3165","2020-03-14","Azerbaijan",1
"3166","2020-03-14","Ukraine",1
"3167","2020-03-14","Sudan",1
"3168","2020-03-14","Guatemala",0
"3169","2020-03-15","China",3213
"3170","2020-03-15","Philippines",12
"3171","2020-03-15","Hong Kong",4
"3172","2020-03-15","Japan",24
"3173","2020-03-15","France",127
"3174","2020-03-15","Taipei and environs",1
"3175","2020-03-15","Iran",724
"3176","2020-03-15","Diamond Princess",7
"3177","2020-03-15","South Korea",75
"3178","2020-03-15","Italy",1809
"3179","2020-03-15","US",68
"3180","2020-03-15","Thailand",1
"3181","2020-03-15","Australia",5
"3182","2020-03-15","San Marino",5
"3183","2020-03-15","Spain",288
"3184","2020-03-15","Iraq",10
"3185","2020-03-15","Switzerland",14
"3186","2020-03-15","United Kingdom",35
"3187","2020-03-15","Netherlands",20
"3188","2020-03-15","Egypt",2
"3189","2020-03-15","Argentina",2
"3190","2020-03-15","Germany",13
"3191","2020-03-15","Belgium",4
"3192","2020-03-15","Lebanon",3
"3193","2020-03-15","Algeria",3
"3194","2020-03-15","Norway",3
"3195","2020-03-15","Sweden",3
"3196","2020-03-15","Austria",1
"3197","2020-03-15","Canada",1
"3198","2020-03-15","Greece",4
"3199","2020-03-15","India",2
"3200","2020-03-15","Ireland",2
"3201","2020-03-15","Poland",3
"3202","2020-03-15","Indonesia",5
"3203","2020-03-15","Albania",1
"3204","2020-03-15","Bulgaria",2
"3205","2020-03-15","Panama",1
"3206","2020-03-15","Morocco",1
"3207","2020-03-15","Guyana",1
"3208","2020-03-15","Ecuador",2
"3209","2020-03-15","Denmark",1
"3210","2020-03-15","Slovenia",1
"3211","2020-03-15","Luxembourg",1
"3212","2020-03-15","Hungary",1
"3213","2020-03-15","Azerbaijan",1
"3214","2020-03-15","Ukraine",1
"3215","2020-03-15","Sudan",1
"3216","2020-03-15","Guatemala",1
