"city_source","ADM2_source","ADM1_source","country_source","country_code_source","city_destination","ADM2_destination","ADM1_destination","country_destination","country_code_destination","travel_advisor","travel_advisor_type","travel_restriction_date","travel_restriction_date_end","strict_restrictions","notes","tr_source1","accessed_date1","who_by1","tr_source2","accessed_date2","who_by2"
NA,NA,NA,"Croatia","HR",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Cyprus","CY",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Czechia","CZ",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Denmark","DK",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Estonia","EE",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Finland","FI",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Greece","GR",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Hungary","HU",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Ireland","IE",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Latvia","LV",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Lithuania","LT",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Luxembourg","LU",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Malta","MT",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Netherlands","NL",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Poland","PL",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Portugal","PT",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Romania","RO",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Slovakia","SK",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Slovenia","SI",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Sweden","SE",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Switzerland","CH",NA,NA,NA,"South Korea","KR",NA,NA,2020-03-23,NA,"health inspection on arrival","Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia Lithuania, Luxembourg, Malta, Netherland, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom will undergo diagnostic check. Passengers with negative result will be under 14 day self-quarantine or will be monitored by the active survey.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"Greece","GR",NA,NA,NA,"Spain","ES",NA,NA,2020-03-16,NA,"flights suspended","Passenger flights from and to Italy and Spain are suspended.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"ALL_except_EU",NA,NA,NA,NA,"Spain","ES",NA,NA,2020-03-23,NA,"no non-residents allowed","Passengers are not allowed to enter, excludes residents of EU and Schengen member states returning home","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-29,"TCO",NA,NA,NA
NA,NA,NA,"China","CN",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-01-28,NA,"suspension of visa on arrival","suspension of the on arrival visa policy for the Chinese nationals.Travellers from China must apply for visa via the online portal","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.indiatoday.in/world/story/coronavirus-outbreak-sri-lanka-suspends-visa-on-arrival-chinese-citizens-confirming-1st-case-1640802-2020-01-28",2020-02-28,"CAS"
NA,NA,NA,"ALL",NA,NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-24,2020-04-07,"flights suspended","all airports closed","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-29,"TCO",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"suspension of visa on arrival","Visa on arrival for all eligible nationalities have been suspended.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Iran","IR",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-10,NA,"no non-residents allowed","Passengers who have been in Iran, Italy or Korea (Rep.) in the last 14 days will be subject to immediate quarantine.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Italy","IT",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-10,NA,"no non-residents allowed","Passengers who have been in Iran, Italy or Korea (Rep.) in the last 14 days will be subject to immediate quarantine.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"South Korea","KR",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-10,NA,"no non-residents allowed","Passengers who have been in Iran, Italy or Korea (Rep.) in the last 14 days will be subject to immediate quarantine.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Austria","AT",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Bahrain","BH",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Belgium","BE",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Denmark","DK",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"France","FR",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Germany","DE",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Netherlands","NL",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Norway","NO",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Qatar","QA",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Spain","ES",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Sweden","SE",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"United Kingdom","GB",NA,NA,NA,"Sri Lanka","LK",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who transited through or have been in Austria, Bahrain, Belgium, Denmark, France, Germany, Netherlands, Norway, Qatar, Spain, Sweden or United Kingdom are not allowed to enter Sri Lanka.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"St. Helena","SH",NA,NA,2020-03-19,NA,"no non-residents allowed","passengers are not allowed to enter, excludes residents who must quarantine for 14 days","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-29,"TCO",NA,NA,NA
NA,NA,"Hubei Province","China","CN",NA,NA,NA,"St. Helena","SH",NA,NA,2020-03-13,NA,"no non-residents allowed","Passengers who have been in Wuhan City and Hubei Province in China (People's Rep.), Iran, Italy or in Diego or Chengdu in Korea (Rep.) in the past 14 days are not allowed to enter St. Helena. This does not apply to residents of St. Helena. They will be required to self-isolate for at least 14 days","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Iran","IR",NA,NA,NA,"St. Helena","SH",NA,NA,2020-03-13,NA,"no non-residents allowed","Passengers who have been in Wuhan City and Hubei Province in China (People's Rep.), Iran, Italy or in Diego or Chengdu in Korea (Rep.) in the past 14 days are not allowed to enter St. Helena. This does not apply to residents of St. Helena. They will be required to self-isolate for at least 14 days","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Italy","IT",NA,NA,NA,"St. Helena","SH",NA,NA,2020-03-13,NA,"no non-residents allowed","Passengers who have been in Wuhan City and Hubei Province in China (People's Rep.), Iran, Italy or in Diego or Chengdu in Korea (Rep.) in the past 14 days are not allowed to enter St. Helena. This does not apply to residents of St. Helena. They will be required to self-isolate for at least 14 days","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"South Korea","KR",NA,NA,NA,"St. Helena","SH",NA,NA,2020-03-13,NA,"no non-residents allowed","Passengers who have been in Wuhan City and Hubei Province in China (People's Rep.), Iran, Italy or in Diego or Chengdu in Korea (Rep.) in the past 14 days are not allowed to enter St. Helena. This does not apply to residents of St. Helena. They will be required to self-isolate for at least 14 days","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"St. Kitts and Nevis","KN",NA,NA,2020-03-26,2020-04-07,"flights suspended",NA,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-29,"TCO",NA,NA,NA
NA,NA,NA,"China","CN",NA,NA,NA,"St. Kitts and Nevis","KN","Ministry of Health","Government",2020-02-01,NA,"health inspection on arrival","Persons travelling from China or who have travelled to another country from China within the last 14 days are asked to remain where they are and not to travel to St. Kitts & Nevis. Persons who travel to St. Kitts and Nevis from China shall be subject to screening at the port of entry and may if necessary have their movements restricted either at home or other appropriate facility based on risk assessment.","https://www.sknis.kn/travel-advisory/",2020-02-28,"CAS",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"St. Lucia","LC",NA,NA,2020-03-24,2020-04-05,"flights suspended","all airports closed","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-29,"TCO",NA,NA,NA
NA,NA,NA,"China","CN",NA,NA,NA,"St. Lucia","LC","Ministry of Health","Government",2020-02-04,NA,"no non-residents allowed","the government of Saint Lucia will not allow any non-national with a travel history within the last 14 days from Mainland China, (whether in-transit or originating), to enter any local port. Any national returning to Saint Lucia with similar travel history, will be quarantined for 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-28,"CAS","http://www.govt.lc/news/saint-lucia-imposes-travel-restrictions-on-travellers-from-china",2020-02-28,"CAS"
NA,NA,NA,"Hong Kong","HK",NA,NA,NA,"St. Lucia","LC",NA,NA,2020-02-27,NA,"no non-residents allowed","Passengers who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days are not allowed to enter. This does not apply to nationals of St. Lucia. Nationals of St. Lucia who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days will be subject to immediate quarantine for a maximum of 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-28,"CAS",NA,NA,NA
NA,NA,NA,"Italy","IT",NA,NA,NA,"St. Lucia","LC",NA,NA,2020-02-27,NA,"no non-residents allowed","Passengers who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days are not allowed to enter. This does not apply to nationals of St. Lucia. Nationals of St. Lucia who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days will be subject to immediate quarantine for a maximum of 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-28,"CAS",NA,NA,NA
NA,NA,NA,"Japan","JP",NA,NA,NA,"St. Lucia","LC",NA,NA,2020-02-27,NA,"no non-residents allowed","Passengers who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days are not allowed to enter. This does not apply to nationals of St. Lucia. Nationals of St. Lucia who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days will be subject to immediate quarantine for a maximum of 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-28,"CAS",NA,NA,NA
NA,NA,NA,"Singapore","SG",NA,NA,NA,"St. Lucia","LC",NA,NA,2020-02-27,NA,"no non-residents allowed","Passengers who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days are not allowed to enter. This does not apply to nationals of St. Lucia. Nationals of St. Lucia who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days will be subject to immediate quarantine for a maximum of 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-28,"CAS",NA,NA,NA
NA,NA,NA,"South Korea","KR",NA,NA,NA,"St. Lucia","LC",NA,NA,2020-02-27,NA,"no non-residents allowed","Passengers who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days are not allowed to enter. This does not apply to nationals of St. Lucia. Nationals of St. Lucia who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Italy, Korea (Rep.) or Singapore in the past 14 days will be subject to immediate quarantine for a maximum of 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-28,"CAS",NA,NA,NA
