"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"JP","Japan","Aomori","","","JP-02",NA,2020-05-01,-23,2,11,-42,-23,12
"JP","Japan","Aomori","","","JP-02",NA,2020-05-02,-31,-3,14,-42,-23,10
"JP","Japan","Aomori","","","JP-02",NA,2020-05-03,-32,-2,33,-40,-22,7
"JP","Japan","Aomori","","","JP-02",NA,2020-05-04,-7,-2,28,-47,-68,23
"JP","Japan","Aomori","","","JP-02",NA,2020-05-05,2,7,43,-43,-68,23
"JP","Japan","Aomori","","","JP-02",NA,2020-05-06,-10,-1,17,-49,-65,23
"JP","Japan","Aomori","","","JP-02",NA,2020-05-07,-15,1,8,-31,-10,6
"JP","Japan","Aomori","","","JP-02",NA,2020-05-08,-19,-2,15,-32,-10,7
"JP","Japan","Aomori","","","JP-02",NA,2020-05-09,-21,-2,22,-31,-5,6
"JP","Japan","Aomori","","","JP-02",NA,2020-05-10,-20,0,-19,-41,-10,7
"JP","Japan","Aomori","","","JP-02",NA,2020-05-11,-15,-3,8,-28,-7,5
"JP","Japan","Aomori","","","JP-02",NA,2020-05-12,-12,2,21,-24,-8,4
"JP","Japan","Aomori","","","JP-02",NA,2020-05-13,-9,1,20,-26,-7,4
"JP","Japan","Aomori","","","JP-02",NA,2020-05-14,-11,1,19,-26,-8,4
"JP","Japan","Aomori","","","JP-02",NA,2020-05-15,-15,0,14,-29,-7,5
"JP","Japan","Aomori","","","JP-02",NA,2020-05-16,-16,-1,10,-30,-8,5
"JP","Japan","Aomori","","","JP-02",NA,2020-05-17,-17,-2,20,-32,-10,5
"JP","Japan","Aomori","","","JP-02",NA,2020-05-18,-12,-3,8,-27,-7,4
"JP","Japan","Aomori","","","JP-02",NA,2020-05-19,-15,-5,-16,-31,-8,6
"JP","Japan","Aomori","","","JP-02",NA,2020-05-20,-6,7,-13,-30,-8,6
"JP","Japan","Aomori","","","JP-02",NA,2020-05-21,-10,2,7,-26,-8,5
"JP","Japan","Aomori","","","JP-02",NA,2020-05-22,-13,-1,4,-29,-7,5
"JP","Japan","Aomori","","","JP-02",NA,2020-05-23,-10,1,26,-25,-11,4
"JP","Japan","Aomori","","","JP-02",NA,2020-05-24,-12,1,49,-21,-7,3
"JP","Japan","Aomori","","","JP-02",NA,2020-05-25,-3,3,18,-24,-7,3
"JP","Japan","Aomori","","","JP-02",NA,2020-05-26,-1,4,29,-20,-6,3
"JP","Japan","Aomori","","","JP-02",NA,2020-05-27,-1,5,10,-23,-6,3
"JP","Japan","Aomori","","","JP-02",NA,2020-05-28,-3,4,26,-21,-6,3
"JP","Japan","Aomori","","","JP-02",NA,2020-05-29,-6,2,21,-25,-5,4
"JP","Japan","Aomori","","","JP-02",NA,2020-05-30,-2,5,49,-16,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-05-31,-4,6,65,-13,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-06-01,-5,1,19,-20,-3,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-02,-1,2,19,-20,-5,3
"JP","Japan","Aomori","","","JP-02",NA,2020-06-03,2,8,39,-17,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-04,-2,4,27,-18,-5,3
"JP","Japan","Aomori","","","JP-02",NA,2020-06-05,-10,1,21,-23,-5,3
"JP","Japan","Aomori","","","JP-02",NA,2020-06-06,-6,3,52,-16,-9,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-07,-8,5,67,-14,-7,1
"JP","Japan","Aomori","","","JP-02",NA,2020-06-08,-8,-2,21,-20,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-09,-5,3,34,-18,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-10,2,11,45,-14,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-06-11,-2,3,1,-21,-6,4
"JP","Japan","Aomori","","","JP-02",NA,2020-06-12,-4,1,24,-22,-5,3
"JP","Japan","Aomori","","","JP-02",NA,2020-06-13,1,5,57,-13,-13,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-14,-3,3,53,-16,-6,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-15,1,3,18,-19,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-16,2,4,12,-18,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-17,5,7,44,-19,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-06-18,1,4,30,-17,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-19,-2,1,18,-18,-5,3
"JP","Japan","Aomori","","","JP-02",NA,2020-06-20,3,8,39,-13,-9,1
"JP","Japan","Aomori","","","JP-02",NA,2020-06-21,0,5,67,-5,-6,0
"JP","Japan","Aomori","","","JP-02",NA,2020-06-22,-2,-1,23,-14,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-23,2,4,22,-15,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-24,6,6,45,-10,-4,1
"JP","Japan","Aomori","","","JP-02",NA,2020-06-25,2,6,14,-14,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-26,-2,0,-16,-23,-6,5
"JP","Japan","Aomori","","","JP-02",NA,2020-06-27,2,4,12,-16,-13,3
"JP","Japan","Aomori","","","JP-02",NA,2020-06-28,-3,4,30,-14,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-06-29,-2,-1,12,-15,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-06-30,6,8,19,-14,-2,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-01,4,6,33,-12,-2,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-02,-1,1,6,-15,-5,3
"JP","Japan","Aomori","","","JP-02",NA,2020-07-03,-2,0,38,-15,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-04,-2,1,11,-13,-6,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-05,-2,4,44,-8,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-06,-4,-2,28,-14,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-07,1,2,14,-13,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-08,3,5,31,-11,-4,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-09,0,4,39,-11,-4,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-10,-2,4,36,-14,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-11,-6,-2,-18,-26,-14,5
"JP","Japan","Aomori","","","JP-02",NA,2020-07-12,-7,1,7,-23,-7,3
"JP","Japan","Aomori","","","JP-02",NA,2020-07-13,-4,-2,28,-13,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-14,1,2,31,-14,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-15,7,9,42,-10,-4,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-16,0,4,33,-11,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-17,-4,0,37,-15,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-18,-5,2,55,-8,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-19,-7,1,48,-11,-6,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-20,-1,3,31,-14,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-21,2,5,26,-11,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-22,15,11,47,-3,-3,0
"JP","Japan","Aomori","","","JP-02",NA,2020-07-23,31,14,110,3,-51,11
"JP","Japan","Aomori","","","JP-02",NA,2020-07-24,16,7,128,0,-54,14
"JP","Japan","Aomori","","","JP-02",NA,2020-07-25,-1,3,73,1,-16,3
"JP","Japan","Aomori","","","JP-02",NA,2020-07-26,-7,1,26,-8,-9,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-27,-1,-2,5,-16,-7,3
"JP","Japan","Aomori","","","JP-02",NA,2020-07-28,7,4,25,-14,-7,3
"JP","Japan","Aomori","","","JP-02",NA,2020-07-29,7,8,60,-8,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-07-30,5,5,44,-11,-7,2
"JP","Japan","Aomori","","","JP-02",NA,2020-07-31,-2,0,27,-18,-6,3
"JP","Japan","Aomori","","","JP-02",NA,2020-08-01,-5,5,60,-8,-4,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-02,-5,5,76,-7,-7,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-03,1,1,36,-14,-7,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-04,8,8,43,-11,-8,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-05,11,12,58,-8,-8,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-06,6,7,36,-9,-9,3
"JP","Japan","Aomori","","","JP-02",NA,2020-08-07,4,4,49,-11,-10,3
"JP","Japan","Aomori","","","JP-02",NA,2020-08-08,0,5,63,3,-6,0
"JP","Japan","Aomori","","","JP-02",NA,2020-08-09,1,7,32,-2,-7,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-10,32,15,103,1,-56,13
"JP","Japan","Aomori","","","JP-02",NA,2020-08-11,25,20,75,1,-23,5
"JP","Japan","Aomori","","","JP-02",NA,2020-08-12,38,31,110,11,-27,4
"JP","Japan","Aomori","","","JP-02",NA,2020-08-13,30,30,112,6,-56,11
"JP","Japan","Aomori","","","JP-02",NA,2020-08-14,19,12,70,-4,-56,13
"JP","Japan","Aomori","","","JP-02",NA,2020-08-15,2,7,85,14,-43,5
"JP","Japan","Aomori","","","JP-02",NA,2020-08-16,-8,3,76,9,-16,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-17,5,1,NA,-10,-13,4
"JP","Japan","Aomori","","","JP-02",NA,2020-08-18,6,5,NA,-11,-10,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-19,7,7,NA,-8,-8,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-20,3,8,NA,-12,-9,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-21,-6,-4,NA,-20,-8,4
"JP","Japan","Aomori","","","JP-02",NA,2020-08-22,-5,1,NA,-10,-8,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-23,-8,2,NA,0,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-24,-4,-3,NA,-14,-7,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-25,6,6,NA,-10,-7,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-26,6,8,NA,-7,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-27,2,5,NA,-11,-7,2
"JP","Japan","Aomori","","","JP-02",NA,2020-08-28,-3,1,NA,-16,-7,3
"JP","Japan","Aomori","","","JP-02",NA,2020-08-29,-6,1,NA,-11,-7,1
"JP","Japan","Aomori","","","JP-02",NA,2020-08-30,-8,-2,-14,-26,-9,4
"JP","Japan","Aomori","","","JP-02",NA,2020-08-31,-3,-3,NA,-17,-6,2
"JP","Japan","Aomori","","","JP-02",NA,2020-09-01,2,4,NA,-12,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-02,2,4,NA,-9,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-03,2,4,NA,-12,-7,2
"JP","Japan","Aomori","","","JP-02",NA,2020-09-04,-7,-5,NA,-18,-8,3
"JP","Japan","Aomori","","","JP-02",NA,2020-09-05,-2,2,NA,-13,-9,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-06,-4,3,NA,-6,-6,0
"JP","Japan","Aomori","","","JP-02",NA,2020-09-07,-2,-2,NA,-16,-8,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-08,3,4,NA,-11,-8,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-09,3,5,NA,-9,-7,0
"JP","Japan","Aomori","","","JP-02",NA,2020-09-10,3,5,NA,-9,-7,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-11,-2,-1,36,-13,-7,0
"JP","Japan","Aomori","","","JP-02",NA,2020-09-12,-4,-3,11,-19,-13,2
"JP","Japan","Aomori","","","JP-02",NA,2020-09-13,-7,-2,9,-20,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-14,-1,-3,21,-11,-7,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-15,6,4,43,-4,-7,0
"JP","Japan","Aomori","","","JP-02",NA,2020-09-16,7,6,71,-1,-6,-1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-17,1,1,43,-6,-6,0
"JP","Japan","Aomori","","","JP-02",NA,2020-09-18,1,-1,19,-6,-7,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-19,2,2,104,12,-6,-2
"JP","Japan","Aomori","","","JP-02",NA,2020-09-20,8,8,148,26,-4,-4
"JP","Japan","Aomori","","","JP-02",NA,2020-09-21,39,6,155,16,-57,10
"JP","Japan","Aomori","","","JP-02",NA,2020-09-22,32,8,134,10,-56,11
"JP","Japan","Aomori","","","JP-02",NA,2020-09-23,1,4,47,-2,-5,0
"JP","Japan","Aomori","","","JP-02",NA,2020-09-24,1,2,33,-7,-4,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-25,-6,-4,-6,-15,-6,4
"JP","Japan","Aomori","","","JP-02",NA,2020-09-26,-4,-1,10,-15,-6,3
"JP","Japan","Aomori","","","JP-02",NA,2020-09-27,-2,4,55,-2,-2,0
"JP","Japan","Aomori","","","JP-02",NA,2020-09-28,3,-1,39,-4,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-29,5,3,49,0,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-09-30,10,10,73,2,-3,-1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-01,3,5,44,-1,-3,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-02,-4,-4,40,-7,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-03,-2,0,53,-3,-5,-1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-04,-4,-1,-4,-11,-6,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-05,-1,-3,27,-4,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-06,3,2,40,-3,-6,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-07,4,4,60,0,-4,-1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-08,2,1,47,-4,-4,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-09,-1,-2,49,-7,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-10,1,3,66,1,-9,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-11,-1,2,54,2,-3,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-12,-2,-3,32,-10,-6,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-13,3,2,53,-4,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-14,2,4,63,1,-4,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-15,5,9,41,1,-4,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-16,0,1,38,-5,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-17,-2,3,61,-2,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-18,-6,5,96,5,-3,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-19,-2,-1,50,-1,-6,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-20,3,7,60,1,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-21,2,6,79,5,-4,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-22,-2,3,46,-2,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-23,-4,1,18,-6,-6,3
"JP","Japan","Aomori","","","JP-02",NA,2020-10-24,-3,2,45,-6,-10,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-25,-5,4,28,-3,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-26,-2,0,40,-2,-6,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-27,2,4,53,1,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-10-28,5,6,78,2,-4,0
"JP","Japan","Aomori","","","JP-02",NA,2020-10-29,1,2,33,-3,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-30,-3,0,17,-8,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-10-31,-4,2,69,2,-1,0
"JP","Japan","Aomori","","","JP-02",NA,2020-11-01,-5,5,66,-1,-1,1
"JP","Japan","Aomori","","","JP-02",NA,2020-11-02,2,-1,13,-8,-8,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-03,23,5,53,-12,-53,15
"JP","Japan","Aomori","","","JP-02",NA,2020-11-04,-4,1,24,-8,-3,1
"JP","Japan","Aomori","","","JP-02",NA,2020-11-05,-3,2,28,-7,-3,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-06,-9,-4,20,-12,-4,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-07,-8,-1,42,-14,-1,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-08,-7,0,32,-11,-3,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-09,-6,-7,2,-12,-4,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-10,3,4,3,-7,-5,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-11,6,6,23,-9,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-12,1,2,24,-7,-3,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-13,-4,-2,11,-13,-4,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-14,-1,2,15,-18,-9,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-15,-3,4,39,-11,-5,1
"JP","Japan","Aomori","","","JP-02",NA,2020-11-16,-4,-3,12,-11,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-17,1,0,21,-7,-4,1
"JP","Japan","Aomori","","","JP-02",NA,2020-11-18,4,3,32,-6,-3,1
"JP","Japan","Aomori","","","JP-02",NA,2020-11-19,0,1,18,-7,-3,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-20,-1,1,-1,-12,-4,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-21,-2,0,13,-9,-3,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-22,1,0,14,-10,-5,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-23,24,2,20,-14,-56,16
"JP","Japan","Aomori","","","JP-02",NA,2020-11-24,0,1,11,-8,-4,2
"JP","Japan","Aomori","","","JP-02",NA,2020-11-25,6,7,28,-7,-2,1
"JP","Japan","Aomori","","","JP-02",NA,2020-11-26,1,2,2,-14,-3,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-27,-1,-1,-1,-17,-3,3
"JP","Japan","Aomori","","","JP-02",NA,2020-11-28,-2,-2,-15,-24,-6,4
"JP","Japan","Aomori","","","JP-02",NA,2020-11-29,-1,3,-13,-25,-6,4
"JP","Japan","Chiba","","","JP-12",NA,2020-02-15,-3,3,9,0,4,0
"JP","Japan","Chiba","","","JP-12",NA,2020-02-16,-12,-8,-41,-13,-1,3
"JP","Japan","Chiba","","","JP-12",NA,2020-02-17,-3,1,-1,-2,1,1
"JP","Japan","Chiba","","","JP-12",NA,2020-02-18,3,3,9,-3,0,1
"JP","Japan","Chiba","","","JP-12",NA,2020-02-19,-1,3,17,-3,0,0
"JP","Japan","Chiba","","","JP-12",NA,2020-02-20,0,3,1,-3,0,1
"JP","Japan","Chiba","","","JP-12",NA,2020-02-21,-2,2,9,-5,0,1
"JP","Japan","Chiba","","","JP-12",NA,2020-02-22,-6,1,-7,-5,0,2
"JP","Japan","Chiba","","","JP-12",NA,2020-02-23,0,7,33,-2,1,0
"JP","Japan","Chiba","","","JP-12",NA,2020-02-24,24,6,69,-34,-58,17
"JP","Japan","Chiba","","","JP-12",NA,2020-02-25,-1,7,1,-4,1,1
"JP","Japan","Chiba","","","JP-12",NA,2020-02-26,-8,3,-13,-7,0,2
"JP","Japan","Chiba","","","JP-12",NA,2020-02-27,-4,7,-2,-7,0,2
"JP","Japan","Chiba","","","JP-12",NA,2020-02-28,-1,18,3,-11,0,2
"JP","Japan","Chiba","","","JP-12",NA,2020-02-29,-11,10,-5,-21,3,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-01,-12,10,24,-27,0,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-02,-18,-3,-39,-19,-4,5
"JP","Japan","Chiba","","","JP-12",NA,2020-03-03,-3,9,26,-16,-3,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-04,-17,-4,-26,-21,-6,7
"JP","Japan","Chiba","","","JP-12",NA,2020-03-05,-10,3,-3,-19,-5,6
"JP","Japan","Chiba","","","JP-12",NA,2020-03-06,-10,4,17,-19,-5,5
"JP","Japan","Chiba","","","JP-12",NA,2020-03-07,-14,1,-17,-26,-4,6
"JP","Japan","Chiba","","","JP-12",NA,2020-03-08,-20,-6,-50,-36,-7,7
"JP","Japan","Chiba","","","JP-12",NA,2020-03-09,-10,2,10,-18,-5,5
"JP","Japan","Chiba","","","JP-12",NA,2020-03-10,-12,-5,-33,-20,-7,7
"JP","Japan","Chiba","","","JP-12",NA,2020-03-11,-5,7,44,-18,-6,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-12,-4,5,27,-18,-6,5
"JP","Japan","Chiba","","","JP-12",NA,2020-03-13,-7,6,26,-18,-6,5
"JP","Japan","Chiba","","","JP-12",NA,2020-03-14,-23,-12,-55,-33,-9,8
"JP","Japan","Chiba","","","JP-12",NA,2020-03-15,-7,11,36,-24,-2,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-16,-9,1,2,-17,-4,5
"JP","Japan","Chiba","","","JP-12",NA,2020-03-17,-2,5,22,-18,-5,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-18,-4,6,45,-15,-5,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-19,1,6,22,-14,-6,3
"JP","Japan","Chiba","","","JP-12",NA,2020-03-20,13,11,65,-40,-58,19
"JP","Japan","Chiba","","","JP-12",NA,2020-03-21,-8,7,49,-19,-7,3
"JP","Japan","Chiba","","","JP-12",NA,2020-03-22,-10,5,46,-22,-4,3
"JP","Japan","Chiba","","","JP-12",NA,2020-03-23,-9,-1,7,-17,-4,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-24,-3,3,23,-17,-5,5
"JP","Japan","Chiba","","","JP-12",NA,2020-03-25,-1,10,65,-15,-6,3
"JP","Japan","Chiba","","","JP-12",NA,2020-03-26,1,18,54,-16,-7,4
"JP","Japan","Chiba","","","JP-12",NA,2020-03-27,-9,10,19,-23,-9,7
"JP","Japan","Chiba","","","JP-12",NA,2020-03-28,-22,1,-22,-39,-10,9
"JP","Japan","Chiba","","","JP-12",NA,2020-03-29,-43,-21,-61,-53,-15,11
"JP","Japan","Chiba","","","JP-12",NA,2020-03-30,-10,6,9,-25,-10,7
"JP","Japan","Chiba","","","JP-12",NA,2020-03-31,-7,7,15,-25,-9,7
"JP","Japan","Chiba","","","JP-12",NA,2020-04-01,-25,-7,-36,-29,-13,9
"JP","Japan","Chiba","","","JP-12",NA,2020-04-02,-14,7,15,-28,-14,9
"JP","Japan","Chiba","","","JP-12",NA,2020-04-03,-15,9,40,-30,-14,9
"JP","Japan","Chiba","","","JP-12",NA,2020-04-04,-27,6,28,-44,-16,10
"JP","Japan","Chiba","","","JP-12",NA,2020-04-05,-35,-1,-14,-53,-18,10
"JP","Japan","Chiba","","","JP-12",NA,2020-04-06,-16,10,25,-28,-13,8
"JP","Japan","Chiba","","","JP-12",NA,2020-04-07,-13,7,19,-32,-18,10
"JP","Japan","Chiba","","","JP-12",NA,2020-04-08,-27,3,36,-41,-23,13
"JP","Japan","Chiba","","","JP-12",NA,2020-04-09,-28,1,18,-43,-26,15
"JP","Japan","Chiba","","","JP-12",NA,2020-04-10,-30,5,15,-45,-26,16
"JP","Japan","Chiba","","","JP-12",NA,2020-04-11,-34,3,17,-53,-26,13
"JP","Japan","Chiba","","","JP-12",NA,2020-04-12,-42,-5,-11,-61,-27,13
"JP","Japan","Chiba","","","JP-12",NA,2020-04-13,-50,-27,-57,-52,-31,19
"JP","Japan","Chiba","","","JP-12",NA,2020-04-14,-23,9,21,-48,-30,17
"JP","Japan","Chiba","","","JP-12",NA,2020-04-15,-25,10,46,-47,-31,16
"JP","Japan","Chiba","","","JP-12",NA,2020-04-16,-29,6,14,-49,-33,18
"JP","Japan","Chiba","","","JP-12",NA,2020-04-17,-30,10,22,-51,-32,19
"JP","Japan","Chiba","","","JP-12",NA,2020-04-18,-61,-31,-64,-67,-34,20
"JP","Japan","Chiba","","","JP-12",NA,2020-04-19,-40,4,40,-55,-25,11
"JP","Japan","Chiba","","","JP-12",NA,2020-04-20,-44,-14,-50,-53,-33,19
"JP","Japan","Chiba","","","JP-12",NA,2020-04-21,-31,3,23,-50,-33,18
"JP","Japan","Chiba","","","JP-12",NA,2020-04-22,-36,-3,22,-52,-34,18
"JP","Japan","Chiba","","","JP-12",NA,2020-04-23,-35,-1,24,-51,-34,18
"JP","Japan","Chiba","","","JP-12",NA,2020-04-24,-37,0,10,-51,-33,20
"JP","Japan","Chiba","","","JP-12",NA,2020-04-25,-43,-4,3,-55,-28,15
"JP","Japan","Chiba","","","JP-12",NA,2020-04-26,-48,-9,3,-60,-29,13
"JP","Japan","Chiba","","","JP-12",NA,2020-04-27,-39,-9,-14,-50,-33,19
"JP","Japan","Chiba","","","JP-12",NA,2020-04-28,-28,3,14,-50,-34,18
"JP","Japan","Chiba","","","JP-12",NA,2020-04-29,-27,-2,64,-68,-68,26
"JP","Japan","Chiba","","","JP-12",NA,2020-04-30,-29,4,22,-50,-37,19
"JP","Japan","Chiba","","","JP-12",NA,2020-05-01,-34,1,22,-53,-39,22
"JP","Japan","Chiba","","","JP-12",NA,2020-05-02,-44,-6,3,-57,-32,16
"JP","Japan","Chiba","","","JP-12",NA,2020-05-03,-45,-6,10,-59,-31,13
"JP","Japan","Chiba","","","JP-12",NA,2020-05-04,-30,-9,-5,-72,-73,32
"JP","Japan","Chiba","","","JP-12",NA,2020-05-05,-20,1,52,-69,-73,31
"JP","Japan","Chiba","","","JP-12",NA,2020-05-06,-38,-15,-18,-73,-72,32
"JP","Japan","Chiba","","","JP-12",NA,2020-05-07,-32,1,20,-45,-30,17
"JP","Japan","Chiba","","","JP-12",NA,2020-05-08,-35,0,27,-48,-31,18
"JP","Japan","Chiba","","","JP-12",NA,2020-05-09,-41,-6,-1,-53,-23,14
"JP","Japan","Chiba","","","JP-12",NA,2020-05-10,-42,-8,-22,-58,-26,13
"JP","Japan","Chiba","","","JP-12",NA,2020-05-11,-34,-3,15,-45,-28,16
"JP","Japan","Chiba","","","JP-12",NA,2020-05-12,-31,0,21,-47,-30,17
"JP","Japan","Chiba","","","JP-12",NA,2020-05-13,-32,0,27,-48,-31,17
"JP","Japan","Chiba","","","JP-12",NA,2020-05-14,-30,0,21,-48,-31,16
"JP","Japan","Chiba","","","JP-12",NA,2020-05-15,-31,2,19,-47,-30,18
"JP","Japan","Chiba","","","JP-12",NA,2020-05-16,-47,-19,-54,-59,-27,16
"JP","Japan","Chiba","","","JP-12",NA,2020-05-17,-35,1,23,-52,-22,11
"JP","Japan","Chiba","","","JP-12",NA,2020-05-18,-34,-6,-13,-47,-29,16
