"Date","AK","AZ","CA","CO","HI","ID","MT","NM","NV","OR","UT","WA","WY","IA","IL","IN","KS","MI","MN","MO","ND","NE","OH","OK","SD","WI","AL","AR","FL","GA","KY","LA","MS","NC","SC","TN","TX","VA","WV","CT","DC","DE","MA","MD","ME","NH","NJ","NY","PA","RI","VT","GU","MP","PR","VI","deaths_New","deaths_Cml","time_last_update"
2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA
2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA
2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA
2020-03-04,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA
2020-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
2020-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,NA
2020-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,NA
2020-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,NA
2020-03-09,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,26,NA
2020-03-10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,31,NA
2020-03-11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37,NA
2020-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,41,NA
2020-03-13,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,49,NA
2020-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,56,NA
2020-03-15,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,62,NA
2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,14,76,NA
2020-03-17,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,21,97,NA
2020-03-18,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,26,123,NA
2020-03-19,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,9,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,14,1,NA,NA,NA,NA,NA,NA,52,175,NA
2020-03-20,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,3,NA,NA,2,4,NA,4,1,NA,NA,NA,2,NA,NA,NA,1,NA,1,1,NA,NA,2,14,NA,NA,2,NA,NA,NA,NA,55,230,NA
2020-03-21,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,11,NA,NA,1,NA,1,2,1,2,NA,NA,2,NA,NA,1,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,1,NA,NA,5,25,1,NA,NA,NA,NA,NA,NA,68,298,NA
2020-03-22,NA,1,4,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,3,3,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,15,1,4,NA,NA,2,NA,NA,1,NA,3,NA,NA,3,1,NA,NA,4,54,NA,NA,NA,NA,NA,NA,NA,110,408,NA
2020-03-23,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,3,1,NA,7,NA,NA,NA,NA,3,NA,NA,1,NA,NA,4,NA,NA,14,NA,NA,2,2,NA,3,NA,NA,1,NA,NA,NA,NA,NA,7,43,NA,NA,1,1,NA,2,NA,111,519,NA
2020-03-24,1,3,13,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,4,NA,NA,9,NA,2,NA,NA,2,1,NA,NA,NA,NA,3,3,1,12,NA,NA,NA,NA,4,1,NA,4,NA,NA,6,NA,NA,1,17,53,5,NA,4,NA,NA,NA,NA,162,681,NA
2020-03-25,NA,NA,13,12,NA,NA,NA,NA,NA,6,NA,9,NA,NA,3,7,1,19,NA,3,NA,NA,2,2,NA,1,1,2,3,NA,NA,19,4,1,2,1,3,2,NA,7,NA,NA,4,NA,NA,NA,18,75,4,NA,1,NA,NA,NA,NA,225,906,NA
2020-03-26,NA,3,12,5,NA,3,NA,1,NA,NA,NA,15,NA,NA,7,3,NA,17,1,NA,NA,NA,NA,2,NA,2,NA,NA,5,16,NA,18,1,1,2,NA,6,4,NA,2,NA,2,NA,1,NA,NA,19,100,5,NA,NA,NA,NA,NA,NA,253,1159,NA
2020-03-27,1,5,13,7,NA,1,1,NA,8,2,1,28,NA,3,8,7,1,32,2,1,1,2,9,1,NA,5,2,1,18,16,4,36,2,1,4,3,5,1,NA,6,2,NA,20,1,1,1,27,134,6,NA,2,NA,NA,1,NA,433,1592,NA
2020-03-28,NA,2,23,13,NA,1,NA,1,4,1,NA,14,NA,NA,13,7,1,19,1,1,NA,NA,6,7,NA,NA,NA,2,10,15,NA,18,5,1,2,NA,4,3,NA,6,NA,3,9,NA,NA,NA,32,209,12,NA,2,NA,NA,NA,NA,447,2039,NA
2020-03-29,1,2,NA,3,NA,1,NA,NA,1,NA,NA,6,NA,1,18,1,1,21,4,2,NA,NA,4,1,NA,NA,1,1,4,4,NA,14,1,1,1,1,7,5,1,1,5,1,4,5,2,1,21,237,4,1,NA,NA,NA,2,NA,392,2431,NA
2020-03-30,NA,3,34,4,NA,1,3,2,NA,3,2,27,NA,2,8,3,2,52,1,1,2,NA,10,1,NA,1,2,1,11,4,3,34,2,1,2,6,4,3,NA,2,NA,NA,8,5,NA,NA,37,253,10,3,NA,NA,1,1,NA,555,2986,NA
2020-03-31,NA,4,15,18,1,2,NA,1,2,2,1,3,NA,NA,26,14,1,75,2,1,NA,1,16,6,NA,2,7,NA,14,38,6,54,4,2,4,10,3,2,NA,33,2,4,33,3,2,NA,69,332,NA,4,1,1,NA,NA,NA,821,3807,NA
2020-04-01,NA,5,21,11,NA,NA,1,1,9,1,2,22,NA,3,42,16,1,78,5,4,NA,1,10,7,1,8,4,3,16,14,3,34,2,2,4,1,17,7,1,16,1,1,33,13,2,1,88,391,26,2,3,1,NA,5,NA,940,4747,NA
2020-04-02,NA,3,32,17,1,NA,NA,1,12,2,NA,15,NA,2,16,13,3,80,1,1,NA,1,16,4,NA,7,NA,2,43,24,NA,37,4,6,5,8,12,7,NA,27,NA,1,32,5,NA,1,182,432,16,2,1,NA,NA,1,NA,1075,5822,NA
2020-04-03,NA,9,34,14,1,1,NA,3,5,1,NA,22,NA,NA,53,24,4,62,4,NA,NA,1,10,4,NA,6,3,NA,26,21,17,60,3,3,3,5,20,5,NA,19,3,2,38,6,2,2,109,562,12,2,NA,1,NA,3,NA,1185,7007,NA
2020-04-04,2,11,39,15,NA,NA,NA,1,3,4,1,26,NA,3,33,14,4,61,2,5,NA,2,11,4,NA,19,6,2,25,24,3,39,6,5,6,6,15,5,NA,34,6,NA,24,11,1,2,200,630,34,3,3,NA,NA,3,NA,1353,8360,NA
2020-04-05,1,12,43,14,1,NA,NA,1,NA,1,NA,28,NA,8,31,11,1,77,5,10,NA,NA,17,4,NA,12,5,2,26,3,5,68,8,7,4,1,22,NA,1,24,1,NA,15,14,NA,NA,71,594,14,8,2,NA,NA,2,1,1175,9535,NA
2020-04-06,NA,1,24,10,1,3,1,NA,NA,2,5,34,NA,3,33,12,3,110,1,5,NA,NA,23,5,2,9,1,NA,33,18,14,35,8,2,4,21,13,3,1,17,NA,1,29,24,NA,NA,86,599,12,2,1,NA,NA,1,NA,1212,10747,NA
2020-04-07,NA,8,31,29,NA,2,NA,1,12,4,NA,22,NA,1,73,34,2,118,4,14,1,2,25,16,2,15,7,2,42,100,6,70,8,13,3,7,14,9,NA,71,NA,1,96,12,2,4,229,731,78,3,NA,NA,1,2,NA,1927,12674,NA
2020-04-08,1,7,68,14,NA,3,NA,3,13,5,NA,27,NA,1,82,30,11,114,5,5,NA,2,26,12,NA,7,9,NA,13,33,8,70,8,7,12,7,23,12,NA,58,5,3,77,21,2,5,272,779,70,5,NA,NA,NA,1,NA,1936,14610,NA
2020-04-09,NA,9,50,33,1,6,NA,1,9,6,NA,25,NA,2,66,42,4,117,11,19,1,3,20,1,NA,12,NA,3,62,17,6,50,9,12,4,15,22,34,1,45,5,4,70,14,2,3,196,799,28,8,NA,NA,NA,9,NA,1856,16466,NA
2020-04-10,NA,8,49,24,2,1,NA,2,6,4,4,29,NA,2,68,55,8,205,7,19,1,2,18,8,NA,17,10,3,48,37,11,53,6,9,5,4,27,12,NA,68,6,9,96,33,1,1,232,777,78,6,1,NA,NA,6,NA,2078,18544,NA
2020-04-11,1,11,68,24,NA,2,NA,1,22,3,1,16,NA,3,81,30,5,111,7,13,1,NA,16,6,NA,9,2,1,27,12,4,51,11,6,8,3,28,9,1,46,9,1,87,35,2,1,251,783,78,7,1,1,NA,3,NA,1899,20443,NA
2020-04-12,NA,7,42,16,1,NA,NA,6,6,1,NA,17,NA,7,43,13,1,95,6,1,1,NA,6,2,NA,7,1,2,15,14,NA,34,3,1,2,NA,17,11,2,60,3,2,70,29,NA,NA,167,758,13,7,2,NA,NA,2,NA,1493,21936,NA
2020-04-13,NA,7,36,18,NA,6,1,5,NA,1,NA,8,1,2,74,7,6,115,NA,4,NA,1,15,3,NA,10,1,2,38,38,10,44,2,5,5,8,16,8,1,48,2,6,88,27,NA,NA,93,671,17,10,1,NA,NA,1,NA,1462,23398,NA
2020-04-14,1,9,71,21,NA,6,NA,5,16,2,1,25,NA,6,74,37,7,166,9,19,1,2,56,9,NA,16,11,3,72,44,11,129,13,22,10,15,31,5,1,69,15,2,113,40,1,4,362,778,60,7,1,NA,NA,NA,NA,2378,25776,NA
2020-04-15,NA,11,63,28,NA,2,NA,NA,1,3,1,26,1,4,80,53,7,153,8,14,NA,1,37,15,NA,12,2,2,43,52,7,90,11,9,10,11,46,41,2,197,5,3,151,47,4,5,351,752,63,7,1,NA,NA,6,NA,2438,28214,NA
2020-04-16,NA,8,69,17,NA,NA,NA,8,11,6,1,16,NA,7,124,37,4,172,7,5,NA,3,28,8,1,15,7,3,52,41,7,53,7,14,2,6,29,13,1,103,9,6,137,43,3,2,362,606,60,18,5,NA,NA,5,NA,2141,30355,NA
2020-04-17,NA,19,95,17,NA,2,1,7,9,6,2,20,NA,4,62,42,4,134,17,13,NA,NA,29,5,NA,8,14,NA,60,51,8,57,11,21,7,1,35,23,3,65,5,9,159,33,2,3,322,630,49,13,NA,NA,NA,2,1,2080,32435,NA
2020-04-18,NA,8,87,20,NA,1,2,NA,4,2,2,21,NA,10,125,10,2,81,10,10,NA,4,16,3,NA,6,17,1,14,9,7,54,12,12,3,3,25,27,2,50,5,6,156,38,3,1,230,540,80,19,3,NA,NA,2,NA,1743,34178,NA
2020-04-19,NA,7,94,11,1,1,NA,NA,3,2,2,10,NA,1,31,33,6,83,13,1,1,NA,37,1,NA,9,NA,1,34,4,4,29,7,8,1,3,24,19,2,41,5,NA,146,23,2,3,132,507,276,13,NA,NA,NA,2,1,1634,35812,NA
2020-04-20,NA,3,42,27,NA,3,NA,7,NA,1,1,18,NA,4,59,7,8,77,9,1,3,5,38,3,NA,10,NA,3,49,52,6,32,10,7,4,4,18,23,6,204,9,5,103,30,1,1,175,478,92,5,NA,NA,NA,NA,NA,1643,37455,NA
2020-04-21,NA,21,60,37,2,3,2,7,5,3,4,30,4,4,119,61,7,232,17,12,NA,5,48,21,1,12,31,NA,44,66,17,77,14,34,11,5,22,21,NA,92,7,10,152,68,1,NA,376,481,360,16,2,NA,NA,NA,NA,2624,40079,NA
2020-04-22,NA,21,86,22,NA,3,2,6,9,NA,2,10,NA,7,97,31,3,113,19,19,1,4,53,6,1,4,34,2,60,37,14,68,10,29,5,9,26,26,3,121,15,7,221,47,3,6,310,474,58,10,NA,NA,NA,5,NA,2119,42198,NA
2020-04-23,NA,20,115,44,NA,NA,NA,7,23,5,1,19,1,6,123,45,1,164,21,10,1,5,46,9,NA,11,19,1,60,36,6,67,8,11,10,2,18,23,2,95,12,3,178,49,5,3,305,438,201,8,3,NA,NA,2,NA,1840,44038,NA
2020-04-24,NA,17,93,120,1,NA,NA,6,8,3,4,12,NA,11,107,35,NA,108,21,44,NA,3,34,9,1,5,12,2,59,20,9,61,8,16,7,NA,32,37,1,125,14,8,196,43,3,2,249,422,71,13,1,NA,NA,NA,NA,2053,46091,NA
2020-04-25,NA,7,89,NA,1,2,NA,9,3,1,2,15,NA,5,79,44,6,189,23,11,1,3,21,6,NA,4,4,1,9,12,5,43,12,20,9,10,30,25,1,98,12,12,174,74,3,7,246,437,45,13,2,NA,NA,NA,NA,1825,47916,NA
2020-04-26,NA,2,59,8,NA,NA,NA,6,NA,4,NA,11,NA,6,59,28,1,41,28,1,1,3,17,1,1,6,6,2,19,8,3,26,6,10,8,3,25,12,1,62,13,8,169,30,NA,NA,75,367,13,11,NA,NA,NA,NA,1,1161,49077,NA
2020-04-27,NA,NA,45,26,2,2,NA,5,13,1,NA,16,NA,9,50,31,2,92,14,14,2,1,25,2,NA,9,9,1,14,30,5,27,2,7,3,3,15,10,3,88,7,5,104,31,1,NA,106,337,47,7,1,NA,NA,15,NA,1237,50314,NA
2020-04-28,NA,18,54,30,NA,2,1,6,6,4,4,21,NA,9,142,57,4,160,15,26,NA,NA,46,10,NA,19,14,6,83,93,12,61,10,36,15,4,27,33,1,77,5,12,150,71,NA,NA,398,335,119,6,NA,NA,NA,2,NA,2204,52518,NA
2020-04-29,NA,11,78,30,NA,NA,1,2,12,5,NA,15,NA,12,90,63,1,103,18,4,NA,NA,138,7,2,8,20,2,47,61,10,44,11,12,40,7,42,26,2,79,15,7,252,56,1,6,328,377,479,12,NA,NA,NA,NA,NA,2536,55054,NA
2020-04-30,NA,16,95,11,NA,3,NA,11,6,2,1,13,NA,14,140,43,4,119,24,11,NA,13,38,8,4,8,10,2,50,11,5,60,11,24,12,4,50,30,4,89,19,8,157,62,1,6,458,306,97,15,2,NA,NA,6,NA,2083,57137,NA
2020-05-01,NA,10,91,43,NA,NA,NA,8,11,1,NA,10,NA,8,102,55,1,77,28,8,4,2,27,8,4,11,17,3,46,33,8,65,20,21,12,5,34,29,3,82,7,7,154,51,2,9,310,289,62,13,1,NA,NA,2,NA,1794,58931,NA
2020-05-02,NA,18,98,12,NA,1,NA,8,3,5,3,6,NA,5,102,53,1,154,24,14,1,6,19,8,NA,7,1,8,50,31,NA,23,10,21,11,5,31,35,3,97,9,9,130,58,1,3,204,299,64,17,1,NA,NA,1,NA,1668,60599,NA
2020-05-03,NA,14,44,10,1,NA,NA,12,5,NA,1,4,NA,9,59,17,3,29,24,1,1,2,17,NA,NA,5,2,4,15,6,5,19,12,2,8,1,20,37,NA,59,11,9,158,26,1,2,129,280,26,24,1,NA,NA,2,NA,1117,61716,NA
2020-05-04,NA,NA,39,9,NA,NA,NA,5,4,NA,NA,7,NA,4,44,19,2,86,9,6,NA,1,18,NA,NA,1,2,4,20,7,8,22,7,8,8,9,17,18,NA,61,7,5,86,34,NA,NA,39,226,14,21,NA,NA,NA,NA,NA,877,62593,NA
2020-05-05,NA,33,63,52,NA,1,NA,6,10,4,6,21,NA,19,176,62,1,44,27,19,NA,3,79,9,3,13,18,3,72,74,14,51,32,22,13,7,22,28,NA,77,6,5,122,74,4,6,334,230,554,14,NA,NA,NA,2,NA,2435,65028,NA
2020-05-06,1,31,95,18,NA,1,NA,7,10,2,2,8,NA,12,136,51,7,71,30,19,6,4,90,6,5,9,33,4,68,47,8,52,32,25,9,13,42,NA,1,85,13,6,208,48,1,19,305,952,94,15,NA,NA,NA,NA,NA,2701,67729,NA
2020-05-07,NA,24,92,23,NA,1,NA,3,7,6,3,21,NA,12,137,31,3,93,23,21,NA,4,46,7,2,12,6,1,61,30,11,41,22,30,11,2,25,55,NA,79,8,9,132,63,NA,3,252,231,310,18,1,NA,NA,3,NA,1971,69700,NA
2020-05-08,NA,67,81,16,NA,NA,NA,9,8,3,NA,14,NA,12,130,33,5,50,26,32,2,2,35,6,NA,10,26,NA,69,21,4,19,13,20,4,4,31,42,NA,77,19,11,150,52,1,7,151,217,200,11,NA,NA,NA,5,NA,1695,71395,NA
2020-05-09,NA,15,93,7,NA,NA,NA,10,5,3,5,16,NA,9,108,34,5,133,24,23,2,4,25,4,3,14,15,NA,46,44,6,40,12,17,10,1,45,14,2,58,7,8,138,57,1,10,164,226,72,19,NA,NA,NA,1,NA,1555,72950,NA
2020-05-10,NA,4,67,4,NA,NA,NA,9,NA,NA,1,10,NA,13,57,17,NA,25,20,10,NA,2,10,2,NA,2,3,3,6,4,NA,19,9,3,1,1,39,12,1,35,12,3,139,28,NA,2,139,207,19,4,NA,NA,NA,3,NA,945,73895,NA
2020-05-11,NA,6,25,16,NA,3,NA,8,6,3,1,14,NA,6,53,32,1,33,13,6,1,2,16,2,NA,9,10,3,14,1,7,29,5,3,15,8,12,10,3,41,5,1,129,35,1,NA,55,162,24,8,NA,NA,NA,2,1,840,74735,NA
2020-05-12,NA,20,77,22,NA,1,NA,11,9,NA,5,17,NA,18,142,33,NA,90,23,36,2,3,79,4,5,9,32,1,44,56,10,39,22,27,9,13,33,41,1,33,8,12,33,70,NA,9,198,205,75,14,NA,NA,NA,1,1,1591,76326,NA
2020-05-13,NA,32,87,53,NA,NA,NA,12,10,4,2,13,NA,17,191,38,6,40,24,18,2,4,47,NA,NA,3,14,2,48,44,5,34,8,20,7,9,25,35,1,84,14,10,174,51,1,8,194,168,137,18,NA,NA,NA,1,NA,1715,78041,NA
2020-05-14,NA,30,98,29,NA,3,NA,11,8,3,NA,8,NA,12,136,26,NA,73,25,20,NA,6,51,6,4,13,18,1,48,22,2,36,15,18,9,14,58,28,3,94,8,13,167,54,3,1,244,157,275,6,NA,NA,NA,2,NA,1858,79899,NA
2020-05-15,NA,27,76,59,NA,1,NA,11,6,NA,2,9,NA,18,130,42,8,38,20,14,2,6,47,1,1,11,16,NA,42,61,4,31,13,26,9,3,56,17,2,66,10,11,110,44,NA,8,192,134,124,11,NA,NA,NA,5,NA,1524,81423,NA
2020-05-16,NA,28,96,42,NA,NA,NA,6,4,NA,1,8,NA,10,71,46,NA,55,17,13,NA,4,29,3,NA,8,2,NA,47,10,2,31,17,11,NA,5,33,24,NA,54,7,15,113,50,1,12,111,174,61,10,NA,NA,NA,NA,NA,1231,82654,NA
2020-05-17,NA,1,57,23,NA,NA,NA,6,1,NA,2,1,1,5,48,11,NA,11,22,5,1,NA,15,NA,NA,NA,3,NA,9,3,NA,12,11,7,5,3,31,7,1,69,8,4,92,34,NA,1,107,141,15,10,1,NA,NA,1,NA,785,83439,NA
2020-05-18,NA,6,41,9,NA,1,NA,5,NA,1,NA,1,2,4,57,14,1,24,9,11,1,2,32,NA,NA,6,1,2,24,41,12,15,7,2,6,3,11,5,2,41,9,7,65,27,1,NA,79,110,87,7,NA,NA,NA,1,NA,792,84231,NA
2020-05-19,NA,18,32,33,NA,3,NA,6,23,2,8,29,NA,17,145,57,NA,102,17,11,1,7,63,6,2,8,4,2,55,22,20,18,26,30,8,4,22,27,1,23,8,7,76,60,2,10,151,114,119,26,NA,NA,NA,NA,NA,1425,85656,NA
2020-05-20,NA,43,102,42,NA,NA,NA,7,5,4,2,6,1,13,146,38,5,43,29,15,4,6,61,5,NA,14,15,5,44,23,9,27,16,11,8,4,50,33,1,57,7,6,128,41,NA,8,161,133,143,6,NA,NA,NA,1,NA,1528,87184,NA
2020-05-21,NA,16,106,11,NA,NA,NA,11,3,1,2,7,1,19,82,48,NA,69,32,30,2,5,55,5,2,6,20,3,48,67,10,21,10,14,9,4,21,24,1,53,5,7,82,41,NA,9,96,107,102,18,NA,NA,NA,1,NA,1286,88470,NA
2020-05-22,NA,12,88,14,NA,2,NA,8,6,2,1,6,NA,25,108,27,7,29,33,10,1,4,36,3,2,9,5,3,46,29,5,39,16,12,3,2,40,36,1,55,6,5,80,47,2,5,142,112,115,23,NA,NA,NA,NA,NA,1262,89732,NA
2020-05-23,NA,24,78,3,NA,NA,NA,6,1,NA,4,5,NA,15,75,21,NA,65,10,5,NA,NA,84,4,NA,11,8,2,43,28,NA,15,20,9,6,14,26,23,1,38,9,2,76,38,2,4,96,87,112,18,NA,NA,NA,1,NA,1089,90821,NA
2020-05-24,NA,1,66,5,NA,NA,NA,9,6,1,NA,6,NA,7,66,12,NA,5,17,5,1,3,13,NA,NA,3,10,1,4,13,NA,7,9,7,10,7,13,12,NA,18,5,2,68,32,1,1,52,109,28,11,NA,NA,NA,NA,NA,646,91467,NA
2020-05-25,NA,6,21,1,NA,NA,NA,3,2,NA,1,9,NA,5,28,8,3,12,12,4,1,NA,18,2,NA,4,11,1,15,3,NA,18,10,10,5,2,8,23,NA,49,8,6,44,25,NA,1,11,97,15,NA,NA,NA,NA,2,NA,504,91971,NA
2020-05-26,NA,1,19,19,NA,2,1,5,NA,NA,NA,8,1,19,39,18,NA,26,18,1,NA,3,15,5,NA,3,13,2,7,44,3,11,17,12,6,5,9,17,1,27,NA,3,57,30,1,4,47,76,13,26,NA,NA,NA,NA,NA,634,92605,NA
2020-05-27,NA,24,70,40,NA,1,NA,4,NA,NA,7,17,1,15,160,21,17,68,33,10,2,10,42,4,4,22,6,1,60,36,6,21,18,28,20,10,26,27,1,34,5,9,74,53,2,9,148,79,113,21,NA,NA,NA,NA,NA,1379,93984,NA
2020-05-28,NA,26,89,29,NA,NA,NA,6,14,3,1,11,1,16,103,36,NA,38,35,11,1,1,54,4,NA,11,10,5,45,55,9,18,23,33,4,3,39,34,NA,23,8,1,93,37,3,9,62,79,108,22,1,NA,NA,2,NA,1216,95200,NA
2020-05-29,NA,28,95,15,NA,NA,NA,9,5,NA,1,5,NA,18,84,39,3,34,29,31,2,6,33,3,5,18,14,7,49,12,9,26,17,32,13,4,25,22,NA,42,7,11,78,41,1,6,130,58,91,16,NA,NA,NA,1,NA,1175,96375,NA
2020-05-30,NA,18,88,7,NA,NA,NA,7,2,2,5,7,1,7,60,12,NA,57,30,33,1,NA,18,5,3,20,13,1,34,29,13,19,13,18,4,4,22,11,1,44,2,5,50,42,4,4,103,68,73,18,NA,NA,NA,1,NA,979,97354,NA
2020-05-31,NA,3,57,2,NA,NA,NA,5,4,NA,1,NA,NA,2,60,9,NA,28,14,1,1,NA,6,NA,NA,4,11,NA,4,39,NA,6,11,9,7,NA,24,5,NA,32,4,5,78,21,NA,3,64,57,18,7,NA,NA,NA,3,NA,605,97959,NA
