"Date","AK","AZ","CA","CO","HI","ID","MT","NM","NV","OR","UT","WA","WY","IA","IL","IN","KS","MI","MN","MO","ND","NE","OH","OK","SD","WI","AL","AR","FL","GA","KY","LA","MS","NC","SC","TN","TX","VA","WV","CT","DC","DE","MA","MD","ME","NH","NJ","NY","PA","RI","VT","GU","MP","PR","VI","Conf_New","Conf_Cml","deaths_New","deaths_Cml","Rec_New","Rec_Cml","Active","time_last_update"
2020-05-10,1,159,2119,318,1,NA,NA,85,70,68,148,217,9,288,1656,394,233,382,481,178,27,81,331,99,124,280,221,265,595,469,NA,183,123,404,122,217,1009,876,25,570,170,170,1050,1053,25,60,1447,2273,1295,285,6,NA,NA,25,NA,20687,1319047,945,73895,18258,256336,988816,NA
2020-05-11,2,261,1259,174,2,30,1,206,54,58,111,231,6,414,1266,501,132,414,528,74,27,257,509,24,97,199,275,31,386,853,237,215,173,281,139,559,1000,927,6,211,117,118,669,786,16,89,1413,1660,543,176,1,NA,3,58,NA,17777,1336824,840,74735,5889,262225,999864,NA
2020-05-12,2,356,1443,228,1,33,2,143,159,72,70,208,3,539,4014,500,NA,469,695,88,53,120,409,119,49,193,300,121,941,802,176,235,234,301,135,566,1179,712,5,568,96,176,870,688,10,79,798,1430,837,164,1,1,NA,43,NA,21436,1358260,1591,76326,34521,296746,985188,NA
2020-05-13,NA,440,1759,250,3,31,1,152,83,58,188,182,10,377,1677,346,352,370,423,136,76,383,436,120,69,291,153,72,479,697,227,612,182,470,103,260,1355,830,33,522,99,211,1165,751,34,60,817,2176,707,221,2,NA,NA,30,NA,20481,1378741,1715,78041,13513,310259,990441,NA
2020-05-14,4,498,2023,343,1,27,NA,139,105,63,129,261,6,386,3239,580,NA,1191,518,175,65,341,555,110,60,373,351,130,808,526,145,827,393,691,159,329,1448,1038,30,609,152,271,1685,1091,33,83,1144,2390,938,181,3,1,NA,98,NA,26742,1405483,1858,79899,7768,318027,1007557,NA
2020-05-15,1,495,1772,347,1,38,4,159,115,62,164,178,12,374,2432,602,418,497,805,139,49,356,549,124,95,410,405,97,928,914,219,348,318,622,218,271,1347,824,13,621,135,150,1239,1083,32,82,1201,2762,986,203,1,3,NA,115,NA,25335,1430818,1524,81423,8215,326242,1023153,NA
2020-05-16,4,462,1857,356,1,30,2,185,48,71,155,337,18,279,2088,625,NA,425,729,219,87,448,487,151,72,502,150,115,673,440,244,280,322,853,254,318,1801,940,10,618,171,174,1512,982,40,92,1184,2419,989,215,1,NA,NA,47,NA,24482,1455300,1231,82654,12990,339232,1033414,NA
2020-05-17,4,306,2046,266,1,NA,NA,91,195,11,170,145,7,323,1734,498,NA,638,699,114,52,128,384,73,28,356,248,181,777,489,NA,315,173,530,155,100,785,668,35,716,81,123,1077,836,34,40,1245,1889,623,240,6,NA,NA,57,NA,19692,1474992,785,83439,7157,346389,1045164,NA
2020-05-18,3,233,1591,255,NA,36,2,158,49,64,146,178,11,304,2294,477,454,773,704,156,31,277,426,88,40,144,315,54,854,380,247,277,136,511,126,623,909,690,1,697,147,199,1042,958,22,56,1705,1250,822,121,NA,NA,2,64,NA,21100,1496092,792,84231,9994,356383,1055478,NA
2020-05-19,NA,396,1365,276,1,21,1,96,140,39,134,200,6,382,1545,450,NA,435,657,135,63,221,460,91,58,198,245,110,502,640,134,329,272,677,114,367,1219,948,18,314,164,168,873,1784,28,69,974,1474,610,156,4,NA,NA,95,NA,19658,1515750,1425,85656,4797,361180,1068914,NA
2020-05-20,3,331,2262,291,2,30,7,125,120,75,192,160,13,258,2388,569,199,659,641,152,101,276,411,43,92,528,370,80,527,926,98,278,263,422,119,154,1411,708,36,587,117,157,1045,777,71,147,1386,1525,746,405,NA,NA,NA,61,NA,22344,1538094,1528,87184,8896,370076,1080834,NA
2020-05-21,NA,418,2140,308,4,28,1,155,89,16,164,146,12,360,2268,662,NA,501,530,108,134,303,657,148,73,472,357,455,1204,758,8,1188,255,738,204,429,945,1181,48,191,237,192,1114,1208,46,67,1073,2088,980,215,6,11,NA,47,NA,24942,1563036,1286,88470,12093,382169,1092397,NA
2020-05-22,2,293,2247,299,5,61,NA,153,146,47,183,148,NA,550,2758,473,419,403,805,218,88,237,584,169,106,511,360,154,776,722,130,421,402,758,259,433,1181,780,23,432,105,143,805,893,71,79,1247,1696,841,165,2,NA,1,117,NA,22209,1585245,1262,89732,21032,403201,1092312,NA
2020-05-23,4,431,2187,455,1,31,NA,170,295,24,203,320,7,354,2352,492,NA,452,840,194,48,327,530,111,112,481,421,163,676,1005,146,115,381,1107,257,395,1060,754,101,382,73,161,773,1071,55,75,385,1772,658,216,2,NA,NA,70,NA,22695,1607940,1089,90821,43713,446914,1070205,NA
2020-05-24,NA,300,2079,200,NA,NA,NA,148,74,39,132,243,23,389,2508,475,NA,314,728,236,53,145,489,77,95,400,521,147,740,706,NA,129,247,497,201,356,839,489,42,446,144,119,1013,818,41,60,1050,1589,697,113,2,1,NA,89,NA,20243,1628183,646,91467,4788,451702,1085014,NA
2020-05-25,1,222,1848,84,NA,NA,NA,83,102,22,129,237,6,278,1713,339,260,202,742,179,39,221,528,53,23,307,370,107,879,483,NA,640,206,742,82,462,623,1439,15,405,115,156,596,839,13,48,938,1249,441,NA,6,NA,NA,71,NA,18543,1646726,504,91971,12968,464670,1090085,NA
2020-05-26,2,222,2175,267,NA,73,NA,104,126,18,99,116,4,176,1178,363,NA,223,645,124,35,264,522,47,67,279,666,151,509,409,349,245,273,176,238,358,589,1550,23,430,109,101,422,535,36,34,672,1072,432,145,5,1,NA,64,NA,16653,1663379,634,92605,15299,479969,1090805,NA
2020-05-27,1,479,2247,232,1,32,2,122,115,71,86,225,5,658,1111,359,119,504,504,201,17,357,364,92,57,599,379,97,379,691,124,443,313,488,207,341,1361,836,70,15,72,30,527,736,20,55,864,1129,736,143,4,3,NA,73,NA,18666,1682045,1379,93984,10161,490130,1097931,NA
2020-05-28,13,501,2717,318,3,38,4,112,95,48,215,358,14,225,1527,631,NA,406,483,181,42,285,434,41,83,512,755,261,651,649,104,305,328,784,165,373,1855,1117,39,271,86,75,675,1286,37,100,1187,1768,589,141,3,1,NA,89,NA,22980,1705025,1216,95200,8595,498725,1111100,NA
2020-05-29,5,702,2189,414,2,34,8,129,142,45,343,307,15,371,1622,490,382,607,584,122,39,393,577,68,73,733,293,239,1212,600,275,NA,418,1076,343,406,1230,1084,45,203,46,65,617,1279,20,106,1029,1551,661,141,1,NA,NA,161,NA,23497,1728522,1175,96375,20844,519569,1112578,NA
2020-05-30,4,790,2992,495,2,36,12,131,145,54,269,278,6,288,1462,653,NA,263,659,167,34,251,437,80,94,523,536,236,927,616,234,775,439,1185,263,481,1332,1052,20,260,179,186,789,1027,54,53,764,1376,659,184,2,1,NA,71,NA,23826,1752348,979,97354,15669,535238,1119756,NA
2020-05-31,26,681,3705,282,1,NA,10,65,98,58,264,353,5,285,1343,363,NA,513,660,185,23,196,434,88,33,173,255,240,739,700,NA,339,272,916,467,440,1949,970,31,179,84,76,664,763,42,106,837,1110,492,109,4,NA,NA,58,NA,21686,1774034,605,97959,64629,599867,1076208,NA
2020-06-01,7,187,2423,160,NA,67,4,111,95,59,202,275,7,140,974,256,292,135,358,180,48,244,428,67,41,140,338,190,667,510,316,425,251,674,287,548,593,748,15,539,56,107,326,549,26,34,473,941,362,63,2,3,NA,97,NA,16040,1790074,478,98437,15549,615416,1076221,NA
2020-06-02,20,1127,2304,202,1,27,4,224,142,33,203,180,1,282,1614,407,NA,199,300,248,21,266,391,119,33,374,312,375,617,711,117,405,268,626,267,821,1688,822,24,239,29,80,248,848,25,64,627,1329,586,121,5,NA,1,62,NA,20039,1810113,1039,99476,30558,645974,1064663,NA
2020-06-03,18,973,2377,266,NA,57,2,116,105,64,295,327,2,60,982,475,159,304,362,192,33,255,316,113,95,483,290,249,1317,687,222,387,302,888,236,447,1703,645,30,112,130,27,425,807,34,46,523,1045,497,107,2,2,NA,88,NA,19679,1829792,1004,100480,42696,688670,1040642,NA
2020-06-04,8,530,2120,271,2,64,14,213,155,75,316,245,6,695,929,384,NA,206,403,290,27,251,431,102,85,492,212,358,1419,953,287,429,238,1189,354,298,1649,906,21,148,104,34,412,876,29,81,462,1048,520,106,36,2,3,485,2,20975,1850767,909,101389,23582,712252,1037126,NA
2020-06-05,11,1579,3094,251,9,57,2,319,176,96,439,264,12,389,1156,482,223,284,707,196,39,262,457,96,30,357,307,226,1305,774,255,427,209,1289,448,400,1693,661,21,221,79,27,420,912,29,77,806,1075,411,116,1,NA,NA,112,NA,23288,1874055,849,102238,26394,738646,1033171,NA
2020-06-06,12,1119,3115,220,9,28,1,128,194,92,546,449,5,343,975,419,NA,224,521,189,71,164,312,56,90,322,636,450,1270,688,297,497,265,1370,463,551,1940,842,18,358,70,72,505,712,43,66,557,1108,687,NA,19,NA,NA,295,NA,23381,1897436,725,102963,13248,751894,1042579,NA
2020-06-07,8,1438,2796,138,2,NA,5,140,189,146,268,287,8,197,867,400,NA,121,385,111,45,91,323,91,71,264,457,325,1180,589,NA,330,236,921,370,310,1425,1226,7,150,63,97,261,491,42,24,271,781,500,NA,17,NA,1,70,NA,18535,1915971,448,103411,9814,761708,1050852,NA
2020-06-08,19,789,2507,170,1,50,3,122,137,114,256,312,14,283,658,226,257,129,338,181,19,118,346,55,33,203,424,314,966,599,181,234,498,938,514,563,638,530,23,124,57,30,193,431,10,36,333,702,348,201,12,NA,1,61,NA,16301,1932272,491,103902,11772,773480,1054890,NA
2020-06-09,10,618,2170,160,6,31,6,43,244,66,237,313,12,264,797,410,NA,108,299,179,21,131,278,158,52,270,481,340,1096,752,207,562,341,676,428,631,1637,483,18,87,85,48,200,500,17,53,299,683,471,49,9,3,2,139,NA,17180,1949452,926,104828,15382,788862,1055762,NA
2020-06-10,20,1556,2702,128,3,40,7,145,134,72,305,288,8,334,625,304,162,171,346,274,40,142,355,117,81,285,555,288,1371,731,157,418,374,1011,531,294,2504,423,9,168,63,36,203,561,28,46,550,674,386,65,11,NA,NA,144,1,20246,1969698,861,105689,19632,808494,1055515,NA
2020-06-11,17,1412,3090,125,7,42,2,117,235,177,388,137,25,265,766,411,NA,218,447,203,39,290,410,146,61,333,848,448,1698,993,61,442,NA,1310,682,471,1826,490,24,114,52,50,346,732,30,31,470,736,435,106,15,1,NA,3926,NA,17848,1987546,812,106501,7592,816086,1064959,NA
2020-06-12,15,1654,2702,175,14,51,10,159,279,140,325,392,18,433,595,398,235,125,479,195,36,198,399,222,77,320,859,731,1902,810,213,523,608,1768,729,786,2097,578,21,228,65,67,307,416,40,42,348,822,681,85,9,1,NA,40,NA,24422,2011968,758,107259,25848,841934,1062775,NA
2020-06-13,29,1540,3660,193,17,46,15,95,268,158,404,367,21,403,673,397,NA,180,377,225,42,120,374,225,91,272,888,548,2581,1018,275,1288,257,1427,785,415,2331,646,26,305,55,56,259,692,32,48,441,916,437,NA,6,1,NA,17,NA,25942,2037910,654,107913,12172,854106,1075891,NA
2020-06-14,7,1233,3212,115,5,NA,13,102,227,101,332,296,9,292,672,366,NA,189,299,173,22,92,295,158,65,240,1014,406,2016,880,NA,336,168,1443,840,891,1843,604,30,94,58,35,206,396,34,19,276,694,330,NA,2,NA,NA,11,NA,21141,2059051,345,108258,15944,870050,1080743,NA
2020-06-15,3,1014,2597,143,8,63,8,122,106,184,295,324,15,142,473,521,372,74,222,206,21,126,348,186,30,174,657,416,1758,733,201,553,283,983,583,728,1254,357,33,147,32,76,58,331,9,27,222,620,316,146,1,NA,NA,6,NA,18307,2077358,384,108642,19816,889866,1078850,NA
2020-06-16,12,2392,2108,129,4,78,5,88,379,278,329,373,10,116,623,356,NA,125,189,228,23,180,375,228,38,266,632,274,2783,664,164,534,353,751,612,670,4098,457,10,114,19,63,140,377,4,19,323,631,347,71,3,1,NA,2,NA,23048,2100406,739,109381,13175,903041,1087984,NA
2020-06-17,20,1827,3455,208,4,92,16,132,184,120,407,253,18,236,546,227,262,204,414,208,42,195,392,259,84,256,390,415,2610,952,156,928,489,1002,561,313,3129,401,26,80,29,41,180,560,10,72,277,567,313,49,1,2,NA,7,1,23620,2124026,742,110123,15755,918796,1095107,NA
2020-06-18,12,2519,4084,215,18,111,25,88,234,148,495,408,22,334,593,425,NA,225,379,283,27,189,670,450,59,422,882,322,3207,882,200,NA,NA,1333,982,686,3516,451,42,11,56,55,199,260,46,14,404,618,406,56,5,4,NA,10,NA,27082,2151108,694,110817,12198,930994,1109297,NA
2020-06-19,14,3246,4317,235,27,128,11,107,410,206,586,409,21,429,692,308,378,211,356,293,33,176,576,352,49,278,787,703,3822,1097,251,119,NA,1652,1075,1188,3454,543,35,117,49,112,152,319,31,36,389,796,502,68,9,8,NA,3,NA,30927,2182035,682,111499,25067,956061,1114475,NA
2020-06-20,21,3109,3893,155,14,135,32,170,445,178,643,624,3,330,634,315,NA,255,436,389,25,116,513,331,67,385,543,511,4049,1800,156,870,NA,1549,1148,429,4430,641,65,158,32,70,223,408,24,32,338,716,496,NA,3,22,NA,32,NA,31963,2213998,550,112049,16880,972941,1129008,NA
2020-06-21,12,2592,4515,192,11,NA,19,135,274,187,394,455,17,438,658,362,NA,146,453,413,37,103,516,478,72,280,472,419,3494,892,116,393,NA,1412,905,656,3866,551,43,40,36,94,105,350,19,26,308,664,458,NA,12,NA,NA,2,3,28095,2242093,283,112332,7414,980355,1149406,NA
2020-06-22,6,2196,4230,159,2,248,17,129,330,146,444,190,27,117,462,210,406,179,307,140,25,147,676,218,29,249,433,522,2926,1227,80,461,1646,804,1005,451,3280,445,9,27,38,45,136,297,11,14,273,552,454,122,4,NA,NA,7,NA,26558,2268651,292,112624,22574,1002929,1153908,NA
2020-06-23,17,3593,5019,179,3,148,9,144,462,191,394,516,18,302,601,238,NA,221,242,434,7,135,513,295,27,263,639,595,3286,1747,287,1356,611,848,906,750,5489,503,41,117,36,27,182,404,15,13,319,597,488,74,1,3,NA,10,NA,33315,2301966,766,113390,17474,1020403,1168173,NA
2020-06-24,14,1795,7149,236,16,243,23,152,365,170,484,483,24,266,715,269,505,323,294,291,42,129,596,482,66,432,954,697,5511,1706,201,882,526,1721,1270,932,5551,504,18,14,34,42,111,330,25,27,158,581,463,73,20,1,NA,27,2,37945,2339911,688,114078,20202,1040605,1185228,NA
2020-06-25,24,3056,5349,300,16,220,37,202,497,124,590,498,36,481,894,515,NA,353,360,553,31,125,858,438,60,464,1129,687,5004,1714,245,938,1092,1009,1120,799,5996,428,50,81,31,91,160,440,51,40,304,749,564,34,7,5,NA,2,2,38853,2378764,644,114722,11688,1052293,1211749,NA
2020-06-26,20,3428,4890,298,15,283,26,216,381,250,676,488,27,494,857,485,568,389,493,493,28,178,951,395,56,520,964,678,8942,1900,219,1354,550,1635,1301,1410,5707,593,69,65,26,37,149,338,27,33,388,805,582,21,7,16,NA,4,1,44726,2423490,598,115320,16410,1068703,1239467,NA
2020-06-27,18,3593,5972,222,6,171,23,211,1099,276,578,549,18,340,786,435,NA,314,417,347,37,251,797,299,91,539,888,570,9585,1990,268,NA,465,1719,1587,728,5747,634,52,147,31,30,305,335,51,46,289,703,NA,NA,2,1,NA,19,NA,43581,2467071,507,115827,12734,1081437,1269807,NA
2020-06-28,29,3857,4810,282,27,NA,11,190,821,247,472,348,24,556,646,355,NA,252,516,314,37,124,821,302,55,457,359,508,8530,2225,63,1467,361,1605,1371,NA,5357,460,35,97,32,44,163,327,29,30,309,616,1126,NA,2,NA,NA,22,NA,40691,2507762,250,116077,12019,1093456,1298229,NA
2020-06-29,21,625,5307,175,1,433,56,173,734,144,564,501,30,290,738,298,905,236,312,468,44,143,734,228,35,315,1718,439,5266,2207,103,845,675,1342,1325,2125,4283,451,53,59,44,285,89,477,25,13,90,391,447,103,6,5,NA,14,NA,36390,2544152,338,116415,23721,1117177,1310560,NA
2020-06-30,36,4682,6367,193,17,365,48,165,562,171,553,571,33,191,724,366,NA,373,442,508,37,135,698,585,48,601,854,520,6093,1874,255,1014,680,1186,1751,1212,6975,602,35,152,35,98,73,305,30,22,395,524,601,49,NA,4,NA,55,NA,43865,2588017,613,117028,26157,1143334,1327655,NA
2020-07-01,38,4877,9740,289,9,253,49,129,645,275,499,611,19,439,828,358,547,262,413,376,39,133,1041,355,62,540,906,420,6563,2946,196,2083,653,1843,1512,1806,8076,404,74,58,38,36,157,359,29,20,261,625,621,40,2,10,NA,36,9,52609,2640626,670,117698,21346,1164680,1358248,NA
2020-07-02,39,3333,7538,320,20,223,67,244,632,363,554,716,30,722,869,435,NA,543,494,356,42,142,1260,427,67,539,1162,878,10109,3472,222,1383,870,1629,1778,1575,7915,511,74,74,25,221,158,505,29,20,428,875,822,88,17,13,1,38,2,54869,2695495,671,118369,26411,1191091,1386035,NA
2020-07-03,46,4433,8040,262,29,401,45,256,985,342,596,627,34,225,868,528,929,460,414,547,65,208,1058,526,85,579,1758,547,9488,2784,273,1728,914,2099,1826,1822,7555,651,24,71,45,192,212,538,34,35,386,918,632,50,9,NA,NA,24,6,57209,2752704,610,118979,44397,1235488,1398237,NA
2020-07-04,48,2695,6510,255,24,376,39,287,857,294,676,469,22,581,862,517,NA,398,NA,385,57,167,907,580,50,738,997,587,11458,2826,NA,NA,990,1413,1847,1428,8258,710,64,NA,12,73,163,380,27,NA,291,726,608,NA,2,NA,NA,26,13,50693,2803397,273,119252,24917,1260405,1423740,NA
2020-07-05,27,3536,5410,198,24,363,45,193,843,300,410,651,23,325,639,576,NA,343,512,221,37,102,970,283,35,522,1091,605,10059,2197,NA,1937,226,1329,1457,1291,3449,581,121,NA,35,132,111,291,16,40,369,533,454,NA,11,NA,NA,29,1,42953,2846350,212,119464,29159,1289564,1437322,NA
2020-07-06,28,3352,11529,200,7,319,37,251,491,165,517,1087,37,394,614,323,982,297,433,420,33,117,774,434,42,484,925,439,6336,1548,744,1101,357,1546,1530,724,5338,358,94,259,33,165,157,272,6,17,209,518,438,NA,2,21,NA,225,4,46733,2893083,234,119698,35383,1324947,1448438,NA
2020-07-07,18,3653,6090,368,41,487,78,220,876,210,564,435,29,322,587,295,NA,454,564,773,49,155,918,858,58,495,888,259,7347,3406,339,1936,957,1346,967,1359,10008,611,105,57,54,121,140,492,16,18,267,588,986,163,3,2,NA,76,NA,51108,2944191,917,120615,29916,1354863,1468713,NA
2020-07-08,42,3520,11694,402,23,430,44,290,516,212,722,521,26,413,980,437,717,610,456,575,73,224,1234,673,79,598,1161,734,9989,3420,338,1888,674,1435,1556,2472,9979,633,48,75,73,48,162,465,15,20,161,692,824,50,2,4,NA,24,6,62459,3006650,813,121428,37816,1392679,1492543,NA
2020-07-09,46,4057,7031,408,36,459,95,234,603,371,601,640,24,464,1018,512,NA,446,574,795,99,198,1122,603,94,754,2164,806,8935,2837,289,1843,703,2039,1778,1605,9782,608,137,101,37,69,177,586,27,21,201,584,687,39,16,2,NA,64,22,57443,3064093,868,122296,33749,1426428,1515369,NA
2020-07-10,51,4221,7798,643,28,500,127,298,1004,266,867,637,17,620,1317,725,993,612,604,662,84,154,1494,596,65,845,1304,751,11433,4484,399,2642,1031,1982,1725,1955,9765,904,126,78,64,121,152,463,18,18,388,786,1004,69,5,1,NA,116,9,67021,3131114,855,123151,34067,1460495,1547468,NA
2020-07-11,62,3038,8047,398,42,577,84,225,930,397,632,NA,43,846,1195,779,NA,653,804,472,89,221,1328,687,53,926,1402,1061,10360,3190,417,2167,797,2462,2265,1460,10351,868,191,NA,58,91,167,557,21,33,331,730,795,NA,6,2,NA,84,14,62408,3193522,718,123869,29951,1490446,1579207,NA
2020-07-12,94,2537,8460,324,20,397,81,254,845,319,629,1438,18,684,954,533,NA,390,710,310,91,174,1341,456,45,769,1614,503,15300,2525,255,1319,868,1908,1947,954,8196,867,128,NA,46,61,172,642,12,30,339,677,551,NA,13,NA,2,148,14,60964,3254486,477,124346,26638,1517084,1613056,NA
2020-07-13,60,1357,8358,318,23,500,85,263,832,268,546,1101,39,456,883,425,1447,384,491,447,108,227,1244,510,25,494,1860,572,12624,3643,262,1705,393,1827,1518,3314,5655,984,52,223,59,75,154,418,16,14,224,557,463,175,5,NA,NA,228,25,57936,3312422,282,124628,32385,1549469,1638325,NA
2020-07-14,40,4273,7346,434,21,316,109,223,1104,367,448,547,36,357,707,648,NA,584,398,936,51,318,1100,993,48,964,1673,794,9194,3394,525,2215,862,1956,2217,1514,10745,796,55,20,40,90,203,733,9,23,393,912,891,101,4,NA,3,93,11,61834,3374256,785,125413,50726,1600195,1648648,NA
2020-07-15,52,3257,11126,463,28,727,144,327,849,276,413,742,24,342,1187,685,875,891,572,888,72,262,1274,1075,80,821,1784,564,10181,3871,388,2089,1025,1782,1851,2273,7307,1059,147,106,80,81,142,756,18,22,363,831,967,52,13,1,NA,139,26,65370,3439626,873,126286,45767,1645962,1667378,NA
2020-07-16,62,3259,8544,564,19,688,135,297,1447,428,954,1267,39,482,1257,710,NA,645,605,708,103,155,1253,628,42,900,1933,817,13965,3441,381,2280,1230,2160,1809,2479,10291,901,128,114,50,64,143,648,21,26,223,769,759,71,7,1,NA,76,6,69984,3509610,924,127210,33671,1679633,1702767,NA
2020-07-17,40,3910,9986,570,23,619,135,318,1380,293,727,754,34,851,1384,733,1032,660,666,868,124,227,1635,699,95,880,1953,648,11466,3908,489,2179,1032,2051,1977,2279,14916,946,114,143,39,223,216,707,32,26,50,776,1019,82,9,NA,1,153,14,76091,3585701,936,128146,61600,1741233,1716322,NA
2020-07-18,62,2742,9199,438,20,550,105,280,1182,347,760,959,35,409,1276,841,NA,678,457,958,115,120,1509,916,73,978,2069,771,10328,4689,521,NA,1017,2481,1539,2517,10158,904,199,NA,79,92,177,835,13,23,263,754,737,NA,4,1,NA,189,20,65389,3651090,879,129025,33986,1775219,1746846,NA
2020-07-19,79,2359,9329,343,27,571,62,235,1288,430,785,920,15,511,965,917,NA,483,734,846,112,102,1071,209,44,830,1685,695,12478,3251,967,3116,792,1820,2369,1779,7300,1070,70,NA,67,90,218,925,14,15,31,502,776,NA,12,NA,NA,330,14,63591,3714681,512,129537,27119,1802338,1782806,NA
2020-07-20,75,1559,6846,430,12,393,88,244,948,268,409,797,62,493,1173,635,1369,489,903,530,107,264,1197,168,37,703,1846,699,10347,2452,233,3186,1251,1268,1448,1639,7404,925,100,162,78,105,174,554,21,46,180,519,708,111,10,4,NA,220,7,55896,3770577,390,129927,47651,1849989,1790661,NA
2020-07-21,92,3500,9231,476,25,556,91,302,815,292,486,832,40,564,955,710,NA,573,350,1138,81,343,1011,893,76,1117,1364,728,9440,3413,588,1691,1635,1815,1888,2190,9305,1012,81,41,88,122,165,860,13,13,293,855,1003,82,6,8,NA,244,4,63496,3834073,1039,130966,36594,1886583,1816524,NA
2020-07-22,91,1926,12807,615,17,500,101,311,1129,254,566,672,34,322,1598,757,770,523,504,1301,160,296,1446,975,58,712,1338,591,9785,3314,420,2771,1547,2140,1660,2473,9879,953,44,127,102,46,192,627,21,33,389,705,608,76,NA,3,1,75,12,68377,3902450,1103,132069,56054,1942637,1827744,NA
2020-07-23,60,2335,12040,601,55,414,97,335,1262,320,521,762,59,746,1624,929,NA,699,760,1637,126,332,1410,668,66,1052,2283,1013,10249,4286,546,2296,982,1892,1554,2570,9507,802,339,9,42,132,270,664,13,23,242,811,925,86,11,2,NA,244,16,70719,3973169,1082,133151,36980,1979617,1860401,NA
2020-07-24,57,3357,9718,659,59,528,129,312,966,391,863,815,49,489,1532,996,1005,594,767,1652,121,356,1490,1147,57,1018,1669,990,12445,4813,733,2084,1610,2102,1983,2091,8701,1071,103,544,78,278,214,930,23,57,458,753,1194,76,8,5,NA,220,NA,74360,4047529,1150,134301,48457,2028074,1885154,NA
2020-07-25,89,3740,10066,806,71,563,221,313,931,388,661,1025,36,642,1426,922,NA,437,803,1357,122,221,1426,965,105,953,1949,732,12198,3787,775,NA,1434,2097,1376,1718,6020,1227,164,NA,68,27,210,1288,30,40,513,750,1030,NA,11,NA,1,248,16,65944,4113473,985,135286,33618,2061692,1916495,NA
2020-07-26,186,1973,8259,546,63,350,82,254,1027,266,350,786,21,421,1541,852,NA,1041,862,1218,140,223,838,1204,90,957,1037,642,9344,2765,309,3840,1207,1621,1182,3140,5810,913,66,NA,63,115,273,694,21,21,505,536,769,NA,4,NA,1,194,9,58631,4172104,552,135838,28437,2090129,1946137,NA
2020-07-27,98,1813,6891,226,28,517,39,460,988,330,436,686,43,439,1231,535,1063,488,650,1123,110,281,1055,1401,49,590,1778,824,8892,2890,510,2343,653,1625,1215,2553,4267,1478,109,207,78,116,182,1128,14,5,449,608,827,291,2,9,NA,180,3,54806,4226910,1079,136917,46474,2136603,1953390,NA
2020-07-28,107,2107,6000,749,46,528,94,289,1105,328,446,884,64,247,1076,771,NA,669,478,1773,155,258,1268,1089,48,762,1180,734,9230,4209,447,1121,1342,1749,1649,2555,8342,861,117,94,87,70,178,648,11,59,483,534,1103,210,3,3,NA,169,11,58540,4285450,1144,138061,49291,2185894,1961495,NA
2020-07-29,68,2339,8755,477,108,457,201,345,870,305,339,780,36,419,1393,621,698,996,666,1927,86,265,1317,848,149,870,1263,787,9446,3271,517,1735,1505,1763,1703,1778,9042,968,149,463,54,126,356,761,24,13,471,715,807,75,1,2,NA,115,10,63255,4348705,1449,139510,59150,2245044,1964151,NA
2020-07-30,81,2525,10197,406,124,567,138,252,1018,410,502,818,45,705,1772,954,NA,715,745,2084,74,344,1649,1117,44,1059,1923,791,9956,3963,543,1708,1775,2344,1694,2049,8800,846,107,130,58,87,304,892,20,31,204,777,820,150,1,3,2,220,NA,68543,4417248,1231,140741,39921,2284965,1991542,NA
2020-07-31,112,3212,8086,594,122,475,151,212,1264,361,500,NA,37,621,1941,901,942,734,771,1489,168,445,1471,747,79,832,1783,752,9007,4066,688,1799,1168,1954,1406,3088,8839,955,205,140,69,99,387,1169,22,39,690,644,949,72,7,2,NA,77,21,66364,4483612,1323,142064,42607,2327572,2013976,NA
2020-08-01,146,2992,6542,451,86,393,116,196,986,325,506,1738,43,416,1639,968,NA,735,725,935,133,180,885,1244,103,1062,1502,662,9642,3660,518,NA,1134,1730,1553,2225,9539,866,155,NA,79,89,290,1019,17,30,369,753,872,NA,7,NA,NA,546,15,60817,4544429,1207,143271,35331,2362903,2038255,NA
2020-08-02,144,1465,9032,450,45,230,112,220,1131,280,473,632,36,555,1467,735,NA,426,759,582,58,311,916,494,88,922,2031,637,7104,3165,424,3467,672,1341,1181,1443,6226,957,118,NA,69,72,353,909,19,21,321,531,637,NA,5,NA,3,292,NA,53561,4597990,462,143733,17314,2380217,2074040,NA
2020-08-03,61,1030,5739,246,206,331,40,114,994,269,354,542,31,328,1298,576,1064,604,613,1047,125,254,863,377,65,404,1116,787,4752,2258,277,1099,572,1313,1147,1009,5303,1278,116,252,39,106,165,870,6,26,264,545,554,224,1,12,1,278,18,41963,4639953,505,144238,66581,2446798,2048917,NA
2020-08-04,53,1008,4526,404,143,559,81,210,980,333,378,664,28,200,1471,822,NA,664,602,1193,148,222,1044,861,59,728,963,784,5446,2513,615,3615,1074,1629,1200,1805,9167,1126,73,48,85,82,438,710,7,33,356,746,810,144,4,7,NA,300,24,51185,4691138,1265,145503,34882,2481680,2063955,NA
2020-08-05,55,1698,5295,578,172,473,115,226,649,280,421,705,32,615,1759,720,841,657,617,1241,124,311,1130,1101,89,884,886,912,5409,3765,474,1482,1245,1127,1233,1657,8706,745,106,115,45,159,338,572,20,26,357,636,682,91,5,14,NA,271,18,51884,4743022,1328,146831,58457,2540137,2056054,NA
