city_source,ADM2_source,ADM1_source,country_source,country_code_source,city_destination,ADM2_destination,ADM1_destination,country_destination,country_code_destination,travel_advisor,travel_advisor_type,travel_restriction_date,travel_restriction_date_end,strict_restrictions,notes,tr_source1,accessed_date1,who_by1,tr_source2,accessed_date2,who_by2,,,,,,,,,,,,,,,,,,
,,,Afghanistan,AF,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Australia,AU,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Bahrain,BH,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Belgium,BE,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Cambodia,KH,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Canada,CA,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
Beijing,,,China,CN,,,,Turkmenistan,TM,Turkmenistan Airlines,Corporate,2020-02-01,,flights suspended,"Turkmenistan Airlines, the Central Asian nation’s state carrier, has suspended flights to and from Beijing",https://www.reuters.com/article/china-health-turkmenistan-flights/turkmenistan-airlines-suspends-air-link-with-beijing-over-virus-outbreak-idUSR4N29W02C,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Croatia,HR,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Finland,FI,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,France,FR,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Georgia,GE,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Germany,DE,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Hong Kong,HK,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,Passengers with a Hong Kong (SAR China) passport are not allowed to enter Turkmenistan.,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,India,IN,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iraq,IQ,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Israel,IL,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Italy,IT,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Japan,JP,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Kuwait,KW,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Libya,LY,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Macao,MO,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,Passengers with a Macao (SAR China) passport are not allowed to enter Turkmenistan.,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Malaysia,MY,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Nepal,NP,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,North Macedonia,MK,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Norway,NO,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Oman,OM,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Pakistan,PK,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Philippines,PH,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Russia,RU,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Singapore,SG,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,South Korea,KR,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Spain,ES,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Sri Lanka,LK,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Sweden,SE,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Taiwan,TW,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,Passengers with a Chinese Taipei (on the cover: Republic of China Taiwan) passport are not allowed to enter Turkmenistan.,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Thailand,TH,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,United Arab Emirates,AE,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,United Kingdom,GB,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,Passengers with a British passport are not allowed to enter Turkmenistan.,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,United States,US,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Vietnam,VN,,,,Turkmenistan,TM,,,2020-03-10,,no non-residents allowed,"Nationals of Afghanistan, Australia, Bahrain, Belgium, Cambodia, Canada, China (People's Rep.), Croatia, Finland, France, Georgia, Germany, India, Iran, Iraq, Israel, Italy, Japan, Korea (Rep.), Kuwait, Libya, Malaysia, Nepal, North Macedonia (Rep.), Norway, Oman, Pakistan, Philippines, Russian Fed., Singapore, Spain, Sri Lanka, Sweden, Thailand, USA, United Arab Emirates and Viet Nam are not allowed to enter Turkmenistan.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,Turks & Caicos Islands,TC,,,2020-03-12,,no non-residents allowed,"Passengers who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are not allowed to enter Turks and Caicos.This does not apply to nationals and residents of Turks and Caicos. Nationals and residents of Turks and Caicos who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are subject to quarantine for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,Turks & Caicos Islands,TC,,,2020-03-12,,no non-residents allowed,"Passengers who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are not allowed to enter Turks and Caicos.This does not apply to nationals and residents of Turks and Caicos. Nationals and residents of Turks and Caicos who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are subject to quarantine for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Italy,IT,,,,Turks & Caicos Islands,TC,,,2020-03-12,,no non-residents allowed,"Passengers who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are not allowed to enter Turks and Caicos.This does not apply to nationals and residents of Turks and Caicos. Nationals and residents of Turks and Caicos who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are subject to quarantine for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
